LoanID,CustomerID,BranchID,LoanAmount,LoanType,Rate,LoanTerm,ApprovalRejectionDate,LoanStatus
2621,2621,60,17596.88,Mortgage,7.39,12,11/10/2020,Closed
2622,2622,75,14145.94,Auto,4.39,48,1/26/2022,Approved
2623,2623,59,39427.59,Mortgage,7.98,60,12/9/2022,Rejected
2624,2624,74,14854.30,Personal,6.42,12,4/27/2022,Closed
2625,2625,55,15112.65,Personal,5.46,12,11/22/2021,Approved
2626,2626,3,3297.92,Personal,1.04,48,5/17/2021,Closed
2627,2627,14,48302.71,Auto,6.46,36,4/11/2022,Rejected
2628,2628,45,44428.40,Personal,4.78,60,10/9/2021,Approved
2629,2629,95,15332.97,Mortgage,3.99,12,5/7/2022,Rejected
2630,2630,99,26517.68,Personal,9.90,48,5/16/2020,Approved
2631,2631,60,24654.51,Auto,7.30,12,9/24/2020,Rejected
2632,2632,49,5297.45,Mortgage,5.86,36,4/1/2020,Approved
2633,2633,9,27028.66,Mortgage,8.82,24,8/24/2020,Closed
2634,2634,54,6553.00,Auto,3.04,60,9/2/2022,Rejected
2635,2635,70,22270.39,Mortgage,6.58,60,1/8/2021,Rejected
2636,2636,93,5302.41,Personal,8.75,48,10/1/2020,Rejected
2637,2637,52,29856.89,Mortgage,2.11,48,8/21/2021,Rejected
2638,2638,63,3401.44,Auto,3.12,12,6/3/2021,Closed
2639,2639,52,31793.00,Mortgage,1.74,60,11/7/2022,Closed
2640,2640,22,35653.70,Mortgage,9.93,12,6/21/2021,Approved
2641,2641,55,28972.30,Auto,6.23,24,12/2/2022,Approved
2642,2642,3,24005.01,Mortgage,5.41,60,2/13/2021,Closed
2643,2643,2,3978.84,Auto,4.05,24,11/3/2022,Approved
2644,2644,59,1556.31,Personal,5.05,12,7/16/2020,Rejected
2645,2645,28,17779.14,Auto,7.98,36,7/2/2020,Approved
2646,2646,37,38791.37,Mortgage,9.25,24,2/27/2022,Approved
2647,2647,69,32716.62,Mortgage,1.94,36,10/27/2022,Approved
2648,2648,9,7138.77,Personal,3.70,60,5/2/2021,Closed
2649,2649,62,34709.02,Mortgage,2.70,36,2/27/2021,Approved
2650,2650,32,29170.86,Mortgage,4.92,36,2/8/2022,Rejected
2651,2651,81,9169.44,Mortgage,5.77,12,5/20/2020,Rejected
2652,2652,75,38009.78,Mortgage,7.49,12,1/22/2021,Approved
2653,2653,35,41684.92,Auto,8.88,12,1/10/2021,Rejected
2654,2654,47,12395.31,Mortgage,5.88,12,8/2/2021,Approved
2655,2655,18,32158.43,Auto,5.40,60,3/27/2020,Approved
2656,2656,36,19528.49,Mortgage,6.18,12,7/3/2020,Rejected
2657,2657,19,3864.59,Mortgage,9.00,60,7/11/2022,Closed
2658,2658,25,43206.31,Mortgage,6.84,60,12/4/2021,Rejected
2659,2659,46,41216.48,Personal,8.09,36,7/19/2020,Approved
2660,2660,60,16579.18,Auto,7.48,60,11/17/2021,Approved
2661,2661,95,27043.75,Personal,9.31,12,10/2/2020,Rejected
2662,2662,23,26106.11,Mortgage,8.35,48,7/6/2021,Rejected
2663,2663,78,9695.50,Personal,4.07,36,9/8/2021,Closed
2664,2664,27,8138.02,Personal,8.69,60,8/14/2022,Approved
2665,2665,35,42369.13,Personal,5.21,36,3/5/2020,Rejected
2666,2666,77,43500.55,Auto,8.63,60,10/22/2020,Rejected
2667,2667,55,36533.81,Mortgage,9.15,60,12/23/2021,Closed
2668,2668,36,4565.51,Mortgage,7.17,36,6/16/2020,Rejected
2669,2669,88,45547.97,Auto,7.47,36,4/1/2022,Closed
2670,2670,97,49056.88,Auto,2.27,24,3/24/2021,Rejected
2671,2671,71,39005.08,Mortgage,3.91,24,12/15/2022,Closed
2672,2672,9,18317.22,Mortgage,6.02,12,12/14/2020,Approved
2673,2673,21,20882.96,Personal,1.03,60,8/2/2020,Approved
2674,2674,32,43612.20,Auto,8.63,36,11/17/2021,Closed
2675,2675,66,14729.12,Mortgage,4.33,48,12/12/2020,Approved
2676,2676,44,7951.02,Mortgage,7.51,36,9/6/2021,Approved
2677,2677,89,41317.41,Personal,7.92,24,12/31/2021,Rejected
2678,2678,65,10473.29,Mortgage,5.93,36,5/4/2022,Approved
2679,2679,75,45457.69,Auto,8.11,48,8/19/2021,Closed
2680,2680,80,30188.42,Auto,7.14,36,11/22/2020,Closed
2681,2681,87,28213.12,Auto,4.24,36,10/16/2022,Approved
2682,2682,15,39011.72,Personal,8.35,48,2/1/2020,Closed
2683,2683,27,1806.80,Personal,6.72,24,7/9/2021,Rejected
2684,2684,16,35963.41,Auto,2.44,36,3/4/2020,Rejected
2685,2685,46,30326.20,Mortgage,7.96,24,12/10/2021,Closed
2686,2686,97,26665.25,Mortgage,7.09,48,8/16/2021,Approved
2687,2687,72,11648.98,Mortgage,3.56,36,1/24/2021,Rejected
2688,2688,48,41642.29,Auto,8.58,36,2/14/2022,Rejected
2689,2689,65,13281.87,Auto,4.37,60,10/6/2022,Approved
2690,2690,19,24998.87,Auto,5.97,12,6/4/2022,Approved
2691,2691,90,8745.94,Personal,4.09,48,7/31/2021,Rejected
2692,2692,37,48711.80,Personal,7.52,24,10/22/2020,Approved
2693,2693,58,10532.11,Auto,6.23,48,5/27/2022,Closed
2694,2694,55,40357.70,Auto,5.23,60,9/6/2022,Rejected
2695,2695,53,13890.88,Mortgage,1.18,48,9/27/2021,Approved
2696,2696,47,13546.12,Personal,6.46,12,6/6/2022,Approved
2697,2697,3,21663.81,Mortgage,6.60,48,8/24/2021,Rejected
2698,2698,88,42446.53,Auto,2.63,24,7/8/2020,Approved
2699,2699,86,34690.31,Auto,3.99,24,4/2/2021,Approved
2700,2700,62,43710.11,Personal,8.91,12,4/1/2021,Approved
2701,2701,1,3313.40,Personal,5.94,60,10/21/2022,Rejected
2702,2702,39,47828.94,Mortgage,4.92,36,4/6/2020,Closed
2703,2703,73,4779.71,Mortgage,9.42,36,2/12/2020,Approved
2704,2704,33,36332.20,Personal,8.31,12,5/30/2022,Rejected
2705,2705,23,11151.48,Auto,1.88,12,11/2/2022,Rejected
2706,2706,34,42201.40,Personal,8.73,24,9/20/2022,Closed
2707,2707,49,43255.72,Mortgage,2.35,12,5/9/2021,Approved
2708,2708,49,28011.24,Personal,2.57,24,8/27/2020,Rejected
2709,2709,99,20740.67,Mortgage,1.68,48,4/21/2021,Approved
2710,2710,49,39875.19,Mortgage,5.33,24,4/20/2020,Approved
2711,2711,10,43827.54,Mortgage,6.80,24,3/13/2022,Rejected
2712,2712,96,37174.72,Auto,7.78,48,7/3/2021,Closed
2713,2713,66,45438.92,Mortgage,1.24,24,8/4/2020,Rejected
2714,2714,71,31700.05,Auto,2.60,36,4/13/2020,Approved
2715,2715,88,33853.12,Auto,6.59,24,6/10/2021,Closed
2716,2716,67,29021.24,Personal,5.73,12,11/3/2022,Rejected
2717,2717,76,24919.95,Auto,1.46,24,6/5/2022,Approved
2718,2718,39,33088.17,Auto,9.42,48,6/19/2022,Approved
2719,2719,42,28496.61,Personal,7.83,12,2/15/2020,Rejected
2720,2720,91,36830.76,Personal,4.23,48,4/5/2021,Closed
2721,2721,1,46777.48,Mortgage,5.83,48,11/5/2022,Rejected
2722,2722,46,19279.31,Auto,4.37,36,11/11/2022,Approved
2723,2723,36,21147.25,Mortgage,5.10,60,8/2/2020,Approved
2724,2724,96,1736.65,Auto,6.37,36,3/10/2022,Rejected
2725,2725,91,26824.69,Auto,4.59,48,4/4/2021,Rejected
2726,2726,44,7438.65,Mortgage,6.59,48,6/17/2020,Closed
2727,2727,31,36084.03,Auto,5.19,48,6/17/2021,Approved
2728,2728,97,39199.76,Auto,6.92,48,3/31/2022,Approved
2729,2729,58,36414.29,Personal,3.36,48,7/7/2022,Rejected
2730,2730,96,27785.57,Auto,2.54,36,3/29/2020,Approved
2731,2731,4,27176.65,Mortgage,1.12,60,1/26/2022,Approved
2732,2732,53,32681.14,Auto,6.42,48,8/26/2020,Rejected
2733,2733,89,28180.34,Personal,9.83,60,7/27/2022,Rejected
2734,2734,93,37764.25,Personal,4.78,12,2/14/2020,Approved
2735,2735,57,44831.86,Personal,2.91,24,2/3/2022,Closed
2736,2736,73,27270.35,Mortgage,1.12,48,4/3/2020,Rejected
2737,2737,78,6406.74,Personal,5.62,48,1/3/2022,Rejected
2738,2738,50,7420.61,Auto,9.93,48,7/13/2020,Closed
2739,2739,5,19420.00,Auto,9.85,24,1/29/2022,Approved
2740,2740,52,25318.34,Auto,1.91,60,5/26/2021,Approved
2741,2741,17,12027.47,Auto,8.35,36,3/14/2021,Closed
2742,2742,32,23184.76,Mortgage,2.56,48,11/1/2021,Closed
2743,2743,6,7650.96,Mortgage,8.28,24,6/9/2021,Closed
2744,2744,69,12800.67,Auto,8.68,12,2/2/2021,Rejected
2745,2745,93,36963.99,Auto,1.07,24,11/20/2021,Rejected
2746,2746,92,49292.95,Personal,3.14,48,6/19/2021,Rejected
2747,2747,61,10123.95,Mortgage,1.51,60,11/29/2022,Closed
2748,2748,10,17615.73,Auto,5.49,60,8/2/2022,Closed
2749,2749,23,18183.65,Personal,1.24,12,1/6/2022,Approved
2750,2750,53,11942.98,Mortgage,6.63,48,11/22/2020,Closed
2751,2751,61,10998.79,Auto,6.02,12,1/9/2022,Approved
2752,2752,19,7453.02,Personal,4.41,12,1/27/2021,Rejected
2753,2753,4,45468.22,Mortgage,5.16,48,4/26/2021,Approved
2754,2754,46,32819.25,Mortgage,9.91,60,10/20/2021,Closed
2755,2755,32,15232.93,Mortgage,2.51,60,8/11/2020,Rejected
2756,2756,84,13646.63,Auto,7.58,60,5/31/2022,Approved
2757,2757,46,29896.43,Mortgage,6.81,60,6/16/2021,Approved
2758,2758,62,35163.90,Auto,6.97,60,3/1/2020,Approved
2759,2759,92,13397.42,Auto,4.11,12,10/16/2020,Approved
2760,2760,54,18010.98,Mortgage,2.95,36,2/20/2021,Rejected
2761,2761,87,15240.00,Auto,6.86,48,4/7/2021,Rejected
2762,2762,67,5297.71,Auto,9.21,36,4/29/2022,Closed
2763,2763,24,19939.89,Personal,9.78,12,11/22/2020,Rejected
2764,2764,66,27146.95,Mortgage,5.33,48,4/6/2021,Closed
2765,2765,18,33112.95,Personal,4.83,12,12/12/2022,Closed
2766,2766,96,21420.10,Personal,4.14,48,3/13/2021,Rejected
2767,2767,48,49185.14,Mortgage,8.29,24,8/18/2021,Closed
2768,2768,46,31666.05,Auto,3.30,12,7/13/2022,Rejected
2769,2769,48,44442.64,Personal,5.62,12,8/22/2020,Approved
2770,2770,62,45883.40,Auto,4.11,24,2/15/2020,Closed
2771,2771,94,41248.57,Auto,8.88,60,8/24/2021,Rejected
2772,2772,27,14229.29,Personal,3.54,24,12/9/2021,Approved
2773,2773,62,22132.58,Auto,7.18,24,8/28/2021,Closed
2774,2774,78,1018.87,Mortgage,6.30,36,6/10/2020,Approved
2775,2775,65,23118.94,Personal,3.96,36,5/5/2021,Approved
2776,2776,52,15393.88,Auto,3.29,60,1/30/2020,Approved
2777,2777,1,6482.91,Personal,8.23,36,9/9/2022,Rejected
2778,2778,50,42090.80,Personal,5.59,60,4/7/2022,Approved
2779,2779,40,33998.90,Mortgage,6.50,24,3/28/2020,Approved
2780,2780,72,49956.07,Auto,9.66,36,3/22/2022,Approved
2781,2781,17,25421.03,Mortgage,4.58,60,12/11/2022,Approved
2782,2782,1,17204.60,Personal,8.33,60,6/3/2021,Approved
2783,2783,78,13926.76,Auto,6.75,36,1/31/2021,Closed
2784,2784,77,22332.69,Personal,6.34,48,7/26/2022,Approved
2785,2785,30,16183.74,Auto,1.49,36,2/26/2022,Closed
2786,2786,77,49547.17,Mortgage,9.21,60,4/19/2022,Closed
2787,2787,67,9956.90,Personal,3.06,48,9/22/2022,Closed
2788,2788,22,1937.36,Auto,5.26,36,8/21/2021,Approved
2789,2789,35,7369.98,Mortgage,7.77,24,3/27/2022,Approved
2790,2790,56,44685.08,Mortgage,5.70,12,7/12/2020,Approved
2791,2791,14,35002.04,Personal,1.04,36,4/17/2021,Closed
2792,2792,45,39414.64,Mortgage,9.54,36,6/27/2020,Approved
2793,2793,86,16703.11,Auto,1.18,12,7/19/2021,Rejected
2794,2794,33,31512.47,Personal,1.81,48,10/16/2022,Rejected
2795,2795,12,35687.03,Personal,3.02,12,9/30/2022,Closed
2796,2796,24,16994.39,Auto,6.39,48,12/28/2021,Rejected
2797,2797,69,36501.86,Mortgage,9.74,60,11/15/2022,Rejected
2798,2798,57,31853.28,Auto,9.30,48,4/25/2022,Approved
2799,2799,9,15515.52,Auto,6.86,24,4/19/2021,Rejected
2800,2800,2,3589.94,Personal,7.68,12,2/28/2022,Closed
2801,2801,59,12655.38,Personal,7.41,24,6/25/2020,Approved
2802,2802,95,31357.27,Auto,7.18,24,9/12/2021,Rejected
2803,2803,29,30352.50,Mortgage,8.31,12,3/5/2021,Approved
2804,2804,93,25874.81,Personal,4.06,48,9/22/2022,Rejected
2805,2805,55,13322.28,Auto,2.99,24,5/24/2020,Approved
2806,2806,94,22782.30,Personal,4.13,24,5/25/2022,Rejected
2807,2807,22,8058.14,Mortgage,1.44,48,8/28/2021,Approved
2808,2808,85,33456.76,Personal,9.70,24,4/13/2021,Closed
2809,2809,49,43588.84,Mortgage,7.66,36,7/7/2020,Rejected
2810,2810,12,23720.61,Mortgage,2.92,12,12/20/2022,Closed
2811,2811,71,11436.88,Auto,3.30,48,2/17/2020,Rejected
2812,2812,89,41566.43,Auto,9.93,36,1/26/2022,Closed
2813,2813,8,16340.89,Mortgage,7.91,36,3/24/2022,Approved
2814,2814,97,30104.41,Personal,4.83,48,4/8/2022,Rejected
2815,2815,16,4695.65,Auto,2.86,60,2/16/2021,Approved
2816,2816,40,36178.93,Mortgage,1.36,24,3/3/2020,Rejected
2817,2817,45,23572.91,Personal,7.02,24,5/16/2022,Rejected
2818,2818,64,21744.08,Personal,8.02,60,1/3/2022,Closed
2819,2819,63,46806.99,Auto,1.97,60,2/21/2021,Rejected
2820,2820,51,25082.99,Personal,1.02,60,12/5/2020,Closed
2821,2821,10,1820.78,Auto,4.22,24,11/25/2020,Rejected
2822,2822,76,48031.22,Personal,7.01,12,10/6/2020,Rejected
2823,2823,86,1598.43,Personal,9.31,24,4/29/2022,Rejected
2824,2824,71,27257.60,Mortgage,8.92,12,1/21/2021,Closed
2825,2825,45,32046.25,Personal,7.20,24,11/17/2022,Closed
2826,2826,85,44829.72,Personal,8.33,12,8/3/2022,Closed
2827,2827,56,34281.41,Personal,4.20,12,1/6/2022,Approved
2828,2828,86,40745.51,Auto,3.21,36,8/2/2022,Rejected
2829,2829,73,38726.21,Mortgage,2.12,24,2/9/2022,Approved
2830,2830,84,11463.21,Mortgage,2.63,12,11/3/2021,Closed
2831,2831,13,35322.94,Personal,9.67,36,12/28/2021,Approved
2832,2832,64,32241.53,Mortgage,9.37,24,9/13/2020,Rejected
2833,2833,88,12954.57,Personal,1.42,12,1/15/2021,Closed
2834,2834,30,7288.22,Auto,5.23,36,5/4/2021,Rejected
2835,2835,52,37830.33,Personal,4.36,60,8/31/2022,Closed
2836,2836,54,48585.19,Personal,6.87,12,10/10/2021,Approved
2837,2837,57,37183.85,Personal,3.96,36,12/16/2021,Closed
2838,2838,18,37723.04,Personal,3.53,12,2/18/2021,Closed
2839,2839,25,9168.52,Auto,8.28,24,2/12/2022,Closed
2840,2840,53,13105.71,Mortgage,9.52,36,5/20/2022,Closed
2841,2841,20,29702.37,Personal,2.83,24,4/25/2020,Rejected
2842,2842,11,2540.11,Mortgage,3.12,36,5/24/2022,Approved
2843,2843,40,33728.22,Personal,4.77,12,11/15/2021,Rejected
2844,2844,98,8095.75,Mortgage,7.36,24,4/9/2020,Approved
2845,2845,23,21256.42,Auto,2.50,48,5/6/2022,Approved
2846,2846,90,16689.22,Mortgage,5.21,48,6/28/2020,Rejected
2847,2847,87,6216.32,Mortgage,8.57,48,4/28/2020,Rejected
2848,2848,42,29359.80,Auto,3.11,48,9/8/2022,Rejected
2849,2849,47,18701.05,Mortgage,1.43,36,3/25/2020,Approved
2850,2850,56,3155.26,Personal,9.16,24,1/20/2022,Approved
2851,2851,33,22776.58,Personal,8.09,36,5/2/2021,Rejected
2852,2852,89,29922.68,Auto,7.29,24,8/11/2021,Closed
2853,2853,98,7390.30,Auto,1.79,48,5/27/2020,Closed
2854,2854,26,29664.70,Auto,9.09,60,3/14/2020,Closed
2855,2855,69,15799.18,Personal,3.75,12,12/28/2021,Approved
2856,2856,29,13722.76,Mortgage,2.90,48,10/12/2021,Approved
2857,2857,94,39978.68,Auto,5.39,48,10/5/2022,Closed
2858,2858,60,23919.34,Personal,9.31,60,9/24/2022,Closed
2859,2859,91,19518.23,Mortgage,9.95,36,8/6/2020,Rejected
2860,2860,37,40838.10,Personal,6.53,36,12/27/2021,Rejected
2861,2861,25,45606.87,Mortgage,9.60,24,9/3/2020,Closed
2862,2862,74,16439.10,Auto,5.08,12,12/8/2022,Closed
2863,2863,44,3469.51,Auto,1.27,24,6/17/2022,Closed
2864,2864,34,27495.16,Personal,3.48,48,9/11/2022,Approved
2865,2865,12,36042.53,Mortgage,3.72,36,5/18/2020,Approved
2866,2866,93,29801.75,Personal,8.04,48,8/9/2021,Closed
2867,2867,39,34714.73,Mortgage,2.12,48,8/8/2022,Approved
2868,2868,19,32689.49,Personal,2.57,36,2/6/2020,Approved
2869,2869,19,47843.75,Mortgage,6.53,48,10/29/2021,Approved
2870,2870,29,43429.98,Auto,2.18,48,6/15/2021,Closed
2871,2871,66,7460.33,Personal,5.46,12,9/18/2021,Rejected
2872,2872,90,23177.59,Mortgage,1.32,24,11/11/2022,Approved
2873,2873,98,23283.66,Personal,7.02,12,7/23/2021,Closed
2874,2874,94,23360.35,Personal,9.18,60,9/15/2021,Rejected
2875,2875,76,46604.49,Mortgage,8.87,12,12/15/2021,Closed
2876,2876,20,17032.45,Mortgage,1.66,24,2/3/2020,Closed
2877,2877,57,31099.38,Personal,6.32,12,12/6/2022,Approved
2878,2878,97,44919.36,Personal,1.93,60,6/17/2022,Closed
2879,2879,9,3476.39,Mortgage,1.48,48,7/14/2022,Approved
2880,2880,2,44049.14,Auto,6.49,48,3/1/2022,Rejected
2881,2881,28,38482.99,Personal,6.15,12,1/10/2022,Rejected
2882,2882,34,11185.75,Personal,1.84,60,8/20/2022,Approved
2883,2883,21,16950.05,Mortgage,4.24,24,1/25/2020,Rejected
2884,2884,83,16218.75,Personal,3.85,60,2/8/2022,Approved
2885,2885,78,11844.02,Auto,4.08,12,7/4/2020,Approved
2886,2886,81,32287.55,Personal,4.00,36,8/1/2020,Rejected
2887,2887,56,49158.59,Personal,8.42,36,12/13/2022,Rejected
2888,2888,5,9163.98,Personal,4.18,60,10/17/2021,Closed
2889,2889,85,12377.25,Auto,3.97,12,7/8/2021,Approved
2890,2890,22,15228.33,Auto,1.27,60,11/14/2021,Rejected
2891,2891,59,46940.98,Auto,8.11,12,1/16/2020,Rejected
2892,2892,40,31665.26,Mortgage,6.94,24,12/19/2021,Rejected
2893,2893,84,11420.75,Mortgage,4.07,36,6/2/2021,Closed
2894,2894,92,40395.46,Auto,5.07,48,5/14/2020,Rejected
2895,2895,63,46220.76,Mortgage,8.15,36,3/1/2020,Rejected
2896,2896,32,20768.67,Mortgage,4.10,48,12/2/2021,Approved
2897,2897,45,9468.03,Personal,5.26,12,11/13/2020,Rejected
2898,2898,83,16185.91,Mortgage,1.18,48,9/25/2020,Closed
2899,2899,92,11638.62,Mortgage,9.26,24,11/10/2020,Approved
2900,2900,87,10869.92,Personal,4.34,12,7/29/2020,Rejected
2901,2901,33,9368.65,Personal,3.67,36,11/6/2022,Approved
2902,2902,82,43926.34,Mortgage,6.48,36,7/1/2022,Closed
2903,2903,35,5208.51,Personal,5.74,60,9/11/2020,Closed
2904,2904,46,21254.13,Auto,4.61,48,1/30/2022,Closed
2905,2905,36,1722.02,Personal,9.30,12,3/16/2021,Rejected
2906,2906,62,15376.37,Mortgage,4.27,48,10/18/2022,Rejected
2907,2907,83,35639.82,Mortgage,9.99,24,2/19/2022,Closed
2908,2908,90,10938.95,Auto,8.10,24,7/15/2020,Closed
2909,2909,26,49937.75,Mortgage,9.13,60,8/13/2020,Rejected
2910,2910,7,3366.66,Personal,3.54,12,11/8/2022,Rejected
2911,2911,87,7687.70,Auto,1.63,12,4/29/2020,Closed
2912,2912,5,39557.17,Mortgage,4.77,48,7/19/2021,Closed
2913,2913,87,48823.92,Personal,3.82,60,3/28/2021,Approved
2914,2914,32,47746.64,Personal,1.55,36,3/20/2021,Approved
2915,2915,79,40113.59,Mortgage,1.64,12,9/16/2022,Rejected
2916,2916,91,48676.34,Mortgage,2.57,12,8/2/2022,Closed
2917,2917,81,42198.93,Mortgage,4.40,12,8/12/2022,Rejected
2918,2918,84,3843.22,Mortgage,9.42,60,11/12/2022,Approved
2919,2919,57,42436.07,Personal,6.92,24,5/1/2020,Rejected
2920,2920,80,24705.22,Mortgage,4.59,36,1/26/2022,Rejected
2921,2921,62,23380.91,Personal,8.19,24,6/15/2022,Rejected
2922,2922,28,1123.84,Personal,6.12,48,4/16/2020,Rejected
2923,2923,95,31392.60,Personal,4.76,12,8/3/2021,Closed
2924,2924,80,33908.82,Mortgage,2.30,48,10/30/2020,Closed
2925,2925,78,39745.06,Personal,9.34,48,8/25/2020,Rejected
2926,2926,74,16971.70,Auto,6.61,12,7/27/2022,Approved
2927,2927,66,7278.55,Mortgage,4.95,60,9/26/2020,Closed
2928,2928,97,22552.67,Auto,4.94,48,7/2/2020,Rejected
2929,2929,41,18752.11,Mortgage,7.89,60,3/17/2020,Closed
2930,2930,86,37903.53,Mortgage,2.62,24,1/5/2022,Rejected
2931,2931,66,12242.50,Auto,4.76,36,6/26/2020,Closed
2932,2932,64,7770.38,Mortgage,1.57,36,7/8/2020,Closed
2933,2933,7,22569.09,Mortgage,1.72,36,8/4/2022,Rejected
2934,2934,41,31771.49,Personal,5.74,36,6/4/2022,Closed
2935,2935,45,14768.88,Mortgage,4.43,60,4/14/2020,Closed
2936,2936,44,6607.22,Auto,7.48,24,9/3/2022,Rejected
2937,2937,30,22516.70,Auto,9.88,60,2/17/2021,Rejected
2938,2938,38,48131.99,Mortgage,8.73,48,3/4/2022,Rejected
2939,2939,39,48398.41,Personal,4.98,12,9/13/2021,Rejected
2940,2940,19,35725.60,Auto,4.40,48,10/12/2021,Approved
2941,2941,47,39080.52,Mortgage,6.27,60,6/17/2022,Closed
2942,2942,38,10972.00,Mortgage,1.82,48,11/24/2021,Rejected
2943,2943,17,19358.04,Auto,9.89,48,12/14/2022,Rejected
2944,2944,74,30632.95,Personal,9.83,48,4/11/2022,Approved
2945,2945,79,37770.41,Personal,9.31,24,5/5/2022,Closed
2946,2946,69,9164.62,Auto,6.96,24,8/7/2021,Approved
2947,2947,99,23423.79,Auto,5.53,12,7/12/2021,Rejected
2948,2948,4,8974.96,Auto,7.36,36,3/26/2020,Closed
2949,2949,35,32034.57,Auto,3.83,60,12/3/2022,Closed
2950,2950,1,38835.95,Personal,8.67,60,10/8/2021,Closed
2951,2951,81,41832.12,Auto,2.21,24,2/2/2022,Closed
2952,2952,85,36885.89,Personal,8.23,24,2/4/2022,Rejected
2953,2953,58,8798.11,Personal,8.81,12,2/6/2020,Approved
2954,2954,22,41592.18,Personal,2.53,60,4/9/2020,Closed
2955,2955,5,17386.28,Mortgage,5.31,60,8/3/2021,Approved
2956,2956,60,41952.55,Mortgage,9.02,12,3/1/2022,Approved
2957,2957,36,13294.13,Mortgage,9.63,12,10/24/2020,Approved
2958,2958,9,24309.46,Auto,8.30,48,9/27/2020,Closed
2959,2959,84,29252.01,Mortgage,9.47,12,4/23/2020,Rejected
2960,2960,57,2701.36,Mortgage,9.43,48,1/18/2020,Closed
2961,2961,78,45281.03,Auto,9.82,60,6/16/2020,Approved
2962,2962,84,26065.62,Mortgage,4.72,48,1/18/2020,Approved
2963,2963,90,10410.05,Personal,3.58,36,7/25/2020,Approved
2964,2964,4,8879.78,Personal,6.70,24,9/10/2020,Approved
2965,2965,51,34640.86,Auto,2.70,48,9/14/2021,Rejected
2966,2966,39,5004.92,Auto,6.01,36,4/4/2021,Closed
2967,2967,84,22551.26,Personal,6.21,12,12/5/2021,Approved
2968,2968,52,27473.55,Auto,8.26,12,9/21/2022,Rejected
2969,2969,75,12423.42,Auto,4.26,12,6/9/2022,Rejected
2970,2970,71,7330.79,Auto,6.42,12,6/27/2021,Closed
2971,2971,55,25044.62,Auto,9.13,36,12/22/2022,Approved
2972,2972,31,17676.06,Personal,4.80,24,1/28/2021,Rejected
2973,2973,50,7871.84,Auto,6.15,48,12/27/2021,Closed
2974,2974,8,11308.31,Mortgage,8.09,24,3/31/2020,Closed
2975,2975,87,24076.04,Auto,3.25,48,2/7/2022,Rejected
2976,2976,15,7519.47,Auto,1.93,24,8/31/2021,Rejected
2977,2977,65,46869.85,Personal,7.14,36,9/6/2021,Approved
2978,2978,10,38997.34,Mortgage,4.33,36,6/14/2021,Closed
2979,2979,41,16952.33,Auto,4.43,12,6/4/2022,Closed
2980,2980,88,13659.43,Auto,9.37,60,10/31/2022,Approved
2981,2981,79,43840.48,Personal,4.67,36,4/15/2022,Approved
2982,2982,48,21919.47,Auto,9.58,36,1/15/2021,Closed
2983,2983,21,43273.17,Auto,1.96,12,4/14/2022,Closed
2984,2984,86,37380.36,Auto,4.09,60,7/21/2020,Approved
2985,2985,24,5513.78,Personal,7.24,36,6/23/2022,Rejected
2986,2986,74,40866.59,Auto,2.13,36,10/21/2020,Closed
2987,2987,23,27454.17,Mortgage,4.48,24,2/21/2022,Rejected
2988,2988,80,34202.41,Auto,8.67,48,9/8/2021,Closed
2989,2989,69,11731.22,Personal,7.86,48,5/27/2021,Closed
2990,2990,33,1013.26,Mortgage,3.54,24,1/31/2022,Rejected
2991,2991,36,17350.72,Personal,4.21,48,11/12/2022,Approved
2992,2992,25,10340.74,Auto,5.55,12,6/4/2021,Approved
2993,2993,58,22325.61,Auto,7.58,60,7/19/2021,Closed
2994,2994,90,5453.99,Personal,2.37,36,1/21/2021,Rejected
2995,2995,66,44857.27,Auto,5.75,48,10/20/2022,Rejected
2996,2996,98,6817.47,Mortgage,1.66,36,9/13/2020,Rejected
2997,2997,31,38445.06,Personal,4.58,24,8/12/2020,Closed
2998,2998,44,47026.90,Auto,2.72,24,8/9/2021,Closed
2999,2999,63,8263.19,Mortgage,3.78,48,7/26/2020,Rejected
3000,3000,45,17977.36,Auto,3.98,24,11/5/2022,Rejected
3001,3001,83,36822.06,Auto,7.93,48,5/22/2022,Rejected
3002,3002,82,36008.64,Personal,3.39,12,12/21/2021,Rejected
3003,3003,50,2832.36,Mortgage,6.97,48,6/24/2020,Closed
3004,3004,67,4464.01,Mortgage,5.80,24,3/7/2021,Approved
3005,3005,71,6886.84,Mortgage,8.24,12,9/24/2020,Approved
3006,3006,87,28833.07,Auto,3.89,12,2/22/2021,Approved
3007,3007,1,3697.11,Auto,9.95,48,10/18/2021,Approved
3008,3008,71,29832.09,Personal,3.66,36,2/5/2022,Approved
3009,3009,86,17780.64,Personal,6.22,36,5/26/2021,Approved
3010,3010,67,33801.11,Auto,6.69,24,10/3/2022,Rejected
3011,3011,83,39320.07,Auto,5.84,48,6/5/2020,Rejected
3012,3012,94,39778.57,Mortgage,8.73,36,7/13/2020,Approved
3013,3013,9,2844.11,Auto,2.02,48,1/8/2022,Approved
3014,3014,99,47412.57,Mortgage,6.38,36,7/4/2020,Closed
3015,3015,35,29745.67,Personal,5.56,12,10/12/2022,Closed
3016,3016,13,44889.26,Auto,4.75,48,10/11/2022,Closed
3017,3017,26,31142.11,Auto,4.12,36,5/16/2022,Approved
3018,3018,45,24721.73,Mortgage,2.38,60,8/29/2021,Closed
